Fecha,AOD_media,PM25_1,PM25_7,PM25_14,PM25_18,PM25,TMP,IQCA,IQCA_1,IQCA_7,IQCA_14,IQCA_18
2018-06-10,0,11.62,6.99,17.02,1.98,13.19916667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-11,2.931,12.06,15.95,7.38,28.49,15.02875,,Deseable,Deseable,Deseable,Deseable,Aceptable
2018-06-12,0,11.07,30.1,8.42,17.38,13.81416667,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-13,1.942,10.64,21.25,10.49,5.97,15.485,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-14,0.879,19.24,10.4,,15.12,19.84333333,,Deseable,Deseable,Deseable,Incorrecto,Deseable
2018-06-15,0,20.8,20.42,12.48,21.08,14.675,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-16,2.074,15.54,24.81,14.04,28.97,17.45916667,,Deseable,Deseable,Deseable,Deseable,Aceptable
2018-06-17,0,12.18,0.96,6.73,7.34,11.65416667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-18,1.135,4.22,16.88,8.37,11.81,9.582083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-19,2.246,5.31,9.72,15.63,8.71,8.956666667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-20,1.63,21.18,37.7,7.48,10.07,15.27333333,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-21,1.041,3.51,15.73,7.78,7.92,10.73958333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-22,2.082,18.4,16,1.98,22.4,14.30125,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-23,0,21.07,17.42,10.18,13.25,18.01833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-24,0,11.22,21.18,12.61,18.99,14.28666667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-25,0,13.21,28.7,11.03,8.31,17.24875,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-26,0,47.54,20.17,13.23,12.77,16.5075,,Deseable,Aceptable,Deseable,Deseable,Deseable
2018-06-27,0,8.22,16.65,11.05,17.81,11.29,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-28,0,5.79,7.69,15.67,23.59,9.700833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-29,0,18.75,12.28,38.45,5.34,10.14958333,,Deseable,Deseable,Deseable,Aceptable,Deseable
2018-06-30,0,5.27,8.56,8.27,10.39,9.172083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-01,0,4.33,1.85,3.1,12.68,7.6675,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-02,0.277,4.4,9.73,4.51,18.98,10.055,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-03,0.96,18.78,0,7.61,11.02,11.98791667,,Deseable,Deseable,Deseable,Deseable,Deseable
