Fecha,TMP,PM25,AOD_mean,AOD_median,AOD_moda,IQCA,AOD_mean_0,AOD_sum
2019-03-28,15.249583333333334,18.298333333333336,0.398,0.378,0.358,Deseable,1.993,2.33
2019-04-06,13.752777777777778,12.768235294117646,0.483,0.483,0.499,Deseable,5.445,10.68
2019-04-09,14.06,19.13714285714286,0.266,0.256,0.28,Deseable,3.151,6.18
2019-04-11,15.150416666666668,17.532500000000002,0.351,0.36,0.329,Deseable,3.352,6.58
2019-04-13,15.612083333333333,14.059583333333334,0.287,0.296,0.157,Deseable,0.203,0.4
2019-04-14,15.564583333333331,12.5525,0.441,0.456,0.456,Deseable,1.726,3.44
2019-04-16,16.02958333333333,14.215625,0.365,0.373,0.399,Deseable,2.784,5.55
2019-04-18,14.920416666666666,19.253636363636364,0.358,0.357,0.357,Deseable,0.0,0.0
2019-04-22,14.344285714285714,2.42,0.523,0.535,0.535,Deseable,5.004,9.82
2019-04-25,15.485416666666666,18.5,0.436,0.436,0.436,Deseable,0.0,0.0
2019-04-27,14.582083333333337,17.895416666666666,0.401,0.401,0.401,Deseable,0.0,0.0
2019-05-01,16.743333333333332,11.462916666666668,0.195,0.199,0.17,Deseable,5.259,5.39
2019-05-02,16.47875,10.037916666666666,0.32,0.318,0.276,Deseable,0.554,1.1
2019-05-04,15.512222222222224,7.403076923076924,0.355,0.359,0.294,Deseable,0.641,1.26
2019-05-05,,,0.512,0.512,0.512,Incorrecto,0.0,0.0
2019-05-06,17.846666666666668,13.125,0.425,0.448,0.427,Deseable,3.335,6.54
2019-05-11,15.395416666666668,19.65083333333333,0.268,0.269,0.256,Deseable,2.955,5.8
2019-05-16,15.867083333333332,14.642916666666666,0.341,0.351,0.354,Deseable,2.035,4.05
2019-05-18,14.899166666666666,11.709583333333333,0.388,0.389,0.389,Deseable,0.0,0.0
2019-05-22,15.42875,18.146666666666665,0.312,0.322,0.255,Deseable,4.449,8.73
2019-05-24,14.884583333333332,14.084583333333333,0.201,0.198,0.178,Deseable,2.996,5.88
2019-05-25,14.621250000000002,13.51625,0.492,0.474,0.472,Deseable,0.0,0.0
2019-05-27,15.042083333333332,20.405833333333334,0.397,0.406,0.41,Deseable,1.852,3.63
2019-06-01,14.361666666666666,14.670833333333334,0.472,0.485,0.517,Deseable,1.015,2.02
2019-06-04,16.249583333333334,11.576666666666668,0.3,0.293,0.279,Deseable,2.771,5.52
2019-06-08,15.625,16.958333333333332,0.271,0.273,0.273,Deseable,0.119,0.24
2019-06-09,15.25625,9.873333333333331,0.356,0.36,0.285,Deseable,2.566,5.04
2019-06-11,13.98125,20.34875,0.52,0.586,0.586,Deseable,0.0,0.0
2019-06-17,16.417916666666667,7.72375,0.257,0.259,0.262,Deseable,1.417,2.82
2019-06-18,16.226666666666667,6.377916666666667,0.403,0.38,0.363,Deseable,0.0,0.0
2019-06-19,16.05666666666667,7.709583333333334,0.215,0.215,0.197,Deseable,5.68,6.25
2019-06-25,15.481666666666667,,0.298,0.299,0.292,Incorrecto,8.015,9.28
2019-06-26,16.604583333333334,,0.142,0.136,0.128,Incorrecto,2.08,3.92
2019-06-27,16.63,,0.173,0.172,0.17,Incorrecto,5.006,4.99
2019-06-28,16.65875,7.966428571428572,0.15,0.153,0.164,Deseable,2.807,4.84
2019-06-30,15.484583333333331,5.495,0.376,0.343,0.33,Deseable,0.0,0.0
2019-07-03,15.524166666666666,23.398750000000003,0.204,0.193,0.137,Deseable,3.031,5.66
2019-07-04,16.34541666666667,17.062083333333334,0.346,0.338,0.318,Deseable,3.711,7.28
2019-07-05,16.019166666666667,15.996250000000002,0.218,0.209,0.154,Deseable,1.919,3.82
