Fecha,Carapungo,SanAntonio,Tumbaco,Guamani,Cotocollao,Belisario,Centro,LosChillos,ElCamal
2018-09-24,0.45,0.32,0.25,0.27,0.40,0.39,0.39,0.32,0.36
2018-09-25,0.39,0.33,0.23,0.40,0.38,0.32,0.00,0.29,0.00
2018-09-26,0.50,0.53,0.00,0.41,0.48,0.47,0.47,0.44,0.56
2018-09-27,0.51,0.47,0.29,0.35,0.55,0.47,0.34,0.29,0.34
2018-09-28,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.09,0.12
2018-09-29,0.21,0.23,0.16,0.28,0.21,0.21,0.21,0.13,0.19
2018-09-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-01,0.42,0.32,0.46,0.47,0.36,0.32,0.33,0.32,0.40
2018-10-02,0.54,0.41,0.00,0.00,0.52,0.00,0.00,0.00,0.00
2018-10-03,0.39,0.31,0.26,0.25,0.33,0.26,0.25,0.21,0.24
2018-10-04,0.50,0.41,0.39,0.49,0.44,0.45,0.51,0.39,0.47
2018-10-05,0.30,0.28,0.41,0.36,0.25,0.28,0.30,0.42,0.33
2018-10-06,0.00,0.53,0.48,0.00,0.00,0.00,0.00,0.37,0.00
2018-10-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-12,0.22,0.21,0.36,0.23,0.20,0.27,0.32,0.35,0.32
2018-10-13,0.25,0.32,0.00,0.00,0.23,0.00,0.00,0.56,0.59
2018-10-14,0.37,0.34,0.38,0.00,0.35,0.36,0.36,0.39,0.36
2018-10-15,0.34,0.41,0.18,0.14,0.36,0.24,0.22,0.15,0.19
2018-10-16,0.39,0.44,0.50,0.55,0.33,0.39,0.39,0.52,0.45
2018-10-17,0.40,0.40,0.24,0.53,0.40,0.33,0.33,0.29,0.30
2018-10-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-19,0.35,0.26,0.18,0.28,0.25,0.17,0.18,0.21,0.20
2018-10-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-21,0.52,0.41,0.48,0.48,0.47,0.44,0.49,0.50,0.51
2018-10-22,0.35,0.29,0.41,0.54,0.40,0.36,0.62,0.51,0.57
2018-10-23,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00
2018-10-24,0.20,0.15,0.09,0.22,0.17,0.14,0.12,0.12,0.11
2018-10-25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-26,0.49,0.45,0.49,0.00,0.50,0.46,0.00,0.00,0.00
2018-10-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-28,0.35,0.38,0.28,0.30,0.28,0.26,0.39,0.35,0.35
2018-10-29,0.00,0.00,0.47,0.38,0.00,0.51,0.00,0.42,0.54
2018-10-30,0.24,0.17,0.22,0.24,0.23,0.20,0.22,0.24,0.22
2018-10-31,0.51,0.33,0.55,0.60,0.50,0.00,0.00,0.58,0.68
2018-11-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-02,0.37,0.37,0.22,0.29,0.37,0.27,0.31,0.29,0.32
2018-11-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-06,0.29,0.24,0.30,0.34,0.28,0.32,0.33,0.37,0.32
2018-11-07,0.32,0.38,0.25,0.30,0.32,0.28,0.28,0.29,0.29
