Fecha,Guamani_x,Guamani_y
2019-10-30,0,16.63791666666667
2019-10-31,0,20.75291666666667
2019-11-01,472.989,17.88791666666667
2019-11-02,0,14.47583333333333
2019-11-03,482.25,14.81708333333333
2019-11-04,0,16.26208333333333
2019-11-05,305.413,14.25875
2019-11-06,0,18.16833333333333
2019-11-07,616.44,17.32416666666667
2019-11-08,0,13.69041666666667
2019-11-09,0,16.585
2019-11-10,0,16.31916666666667
2019-11-11,0,17.12791666666667
2019-11-12,0,18.91958333333333
2019-11-13,0,17.65
2019-11-14,0,16.4825
2019-11-15,0,17.39208333333334
2019-11-16,0,16.25791666666667
2019-11-17,445.196,11.25083333333333
2019-11-18,253.841,18.44333333333333
2019-11-19,0,22.08565217391304
2019-11-20,0,16.69958333333333
2019-11-21,0,16.63833333333333
2019-11-22,0,18.5425
2019-11-23,608.222,18.58416666666666
2019-11-24,354.413,19.54833333333333
2019-11-25,366.224,18.81291666666667
2019-11-26,444.185,14.21375
2019-11-27,0,13.00208333333333
2019-11-28,0,14.47041666666667
2019-11-29,0,24.45875
2019-11-30,0,18.35166666666667
2019-12-01,0,18.90625
2019-12-02,374.704,16.17291666666667
2019-12-03,442.042,13.44
2019-12-04,458.956,19.0125
2019-12-05,489.129,16.465
2019-12-06,0,21.2425
2019-12-07,0,14.65083333333333
2019-12-08,0,11.69666666666667
2019-12-09,0,20.27708333333333
2019-12-10,0,17.93833333333333
2019-12-11,0,19.01166666666667
2019-12-12,0,17.90958333333333
2019-12-13,471.186,24.65086956521739
2019-12-14,394.703,24.6725
2019-12-15,0,22.20208333333333
2019-12-16,388.413,16.07826086956522
2019-12-17,361.124,14.3975
2019-12-18,256.856,19.52695652173913
2019-12-19,400.88,21.84782608695652
2019-12-20,0,21.82
2019-12-21,524.89,15.8
2019-12-22,0,17.68625
2019-12-23,0,18.98652173913043
2019-12-24,0,14.57041666666667
2019-12-25,253.109,13.62458333333333
2019-12-26,397.668,12.79291666666667
2019-12-27,0,16.31291666666667
2019-12-28,0,18.23416666666667
2019-12-29,396.172,15.4475
2019-12-30,0,15.34
2019-12-31,0,18.04565217391304
2020-01-01,0,7.497142857142857
2020-01-02,0,12.57166666666667
