Fecha,ElCamal_x,ElCamal_y
2019-10-16,540.179,19.78952380952381
2019-10-17,550.5,23.18708333333333
2019-10-18,0,26.83227272727273
2019-10-19,0,21.70291666666667
2019-10-20,0,14.65208333333333
2019-10-21,0,22.62458333333333
2019-10-22,0,14.04708333333333
2019-10-23,0,19.27375
2019-10-24,0,31.6605
2019-10-25,435.948,27.53
2019-10-26,0,23.86666666666666
2019-10-27,0,18.70666666666667
2019-10-28,0,17.77708333333333
2019-10-29,304.476,21.47208333333333
2019-10-30,547.184,24.44708333333334
2019-10-31,0,22.84478260869565
2019-11-01,452.053,16.70541666666667
2019-11-02,0,17.12708333333333
2019-11-03,445.532,13.67666666666667
2019-11-04,0,15.37041666666667
2019-11-05,404.832,18.21208333333334
2019-11-06,0,19.03333333333333
2019-11-07,405.524,20.90695652173913
2019-11-08,428.352,23.51958333333333
2019-11-09,510,16.96291666666667
2019-11-10,0,15.69
2019-11-11,0,19.695
2019-11-12,0,22.16958333333333
2019-11-13,0,19.06083333333333
2019-11-14,0,16.38458333333334
2019-11-15,0,17.00875
2019-11-16,0,20.395
2019-11-17,384.533,12.4675
2019-11-18,283.708,19.60416666666667
2019-11-19,0,24.18875
2019-11-20,0,20.06708333333333
2019-11-21,598.344,18.83916666666667
2019-11-22,0,20.81416666666667
2019-11-23,0,21.27208333333333
2019-11-24,354.445,19.38208333333333
2019-11-25,452.761,20.62791666666667
2019-11-26,417.653,21.84833333333333
2019-11-27,0,20.095
2019-11-28,0,19.92583333333333
2019-11-29,0,28.45458333333333
2019-11-30,540,16.55375
2019-12-01,0,18.9375
2019-12-02,398.139,16.158125
2019-12-03,344.043,21.2475
2019-12-04,696.326,19.78708333333333
2019-12-05,519.695,18.96291666666667
2019-12-06,0,19.53958333333333
2019-12-07,0,14.12166666666667
2019-12-08,0,14.2
2019-12-09,511.228,21.95541666666666
2019-12-10,0,18.35826086956522
2019-12-11,578,19.1345
2019-12-12,0,17.22666666666667
2019-12-13,526.266,27.48454545454545
2019-12-14,441.594,23.74541666666667
2019-12-15,0,25.43083333333334
2019-12-16,556.285,16.69909090909091
2019-12-17,322.988,17.81916666666667
2019-12-18,337.42,25.07666666666667
2019-12-19,378.567,22.30347826086956
2019-12-20,0,25.19043478260869
2019-12-21,0,22.675
2019-12-22,0,17.64
2019-12-23,386.565,17.9765
2019-12-24,0,20.48958333333333
2019-12-25,300.4,14.16083333333333
2019-12-26,352.113,15.64791666666667
2019-12-27,432.25,15.54583333333333
2019-12-28,429.725,17.22833333333334
2019-12-29,395.625,16.78958333333333
2019-12-30,0,13.9175
2019-12-31,0,14.43416666666667
2020-01-01,0,9.281
2020-01-02,0,15.50166666666667
2020-01-03,421.335,19.78708333333333
2020-01-04,233.49,21.86583333333333
2020-01-05,454.169,10.32833333333333
2020-01-06,340.397,13.81041666666667
2020-01-07,0,24.31684210526316
2020-01-08,491.477,22.6275
2020-01-09,379.374,20.42291666666667
2020-01-10,415.953,15.27333333333333
2020-01-11,321.749,16.7725
2020-01-12,369.582,
2020-01-13,337.335,15.285625
2020-01-14,284.209,17.91583333333334
2020-01-15,295.959,25.44863636363636
2020-01-16,390.135,14.57166666666667
2020-01-17,388.091,13.73333333333333
2020-01-18,497.782,11.165
2020-01-19,516.158,12.15166666666667
2020-01-20,0,15.93125
2020-01-21,0,17.74208333333333
2020-01-22,0,18.74291666666667
2020-01-23,0,16.96833333333333
2020-01-24,560.595,17.11916666666667
2020-01-25,0,22.96347826086956
2020-01-26,511.043,17.31208333333333
2020-01-27,0,23.13125
2020-01-28,271.795,25.83833333333333
2020-01-29,0,22.61333333333333
2020-01-30,0,27.9675
2020-01-31,0,25.16333333333333
2020-02-01,0,31.48333333333333
2020-02-02,514.295,19.85791666666666
2020-02-03,389.962,21.97826086956522
2020-02-04,475.186,22.41791666666667
2020-02-05,345.932,30.73541666666667
2020-02-06,275.479,27.78090909090909
2020-02-07,283.523,25.61086956521739
2020-02-08,0,27.39166666666667
2020-02-09,543.711,14.74375
2020-02-10,0,25.07
2020-02-11,335.318,24.74217391304348
2020-02-12,0,27.01826086956521
2020-02-13,303.567,24.53041666666667
2020-02-14,197.251,31.72333333333333
2020-02-15,506.388,23.62166666666667
2020-02-16,388.201,15.39142857142857
2020-02-17,562,16.00791666666667
2020-02-18,535.745,17.15916666666667
2020-02-19,0,20.315
2020-02-20,0,27.58333333333333
2020-02-21,0,27.31583333333333
2020-02-22,0,21.57458333333333
2020-02-23,0,17.90416666666667
2020-02-24,0,15.45041666666667
2020-02-25,0,16.46833333333333
2020-02-26,0,20.30875
2020-02-27,0,19.3585
2020-02-28,0,23.71416666666667
2020-02-29,480.779,21.1375
2020-03-01,348.381,19.09625
2020-03-02,0,24.88583333333333
2020-03-03,468.303,22.52791666666667
2020-03-04,0,22.21791666666667
2020-03-05,0,20.71619047619048
2020-03-06,0,24.46916666666667
2020-03-07,0,23.28375
2020-03-08,0,16.7025
2020-03-09,639.8,31.17826086956522
2020-03-10,512.564,27.48416666666667
2020-03-11,0,18.6675
2020-03-12,0,27.93208333333333
2020-03-13,0,18.61333333333333
2020-03-14,0,13.76916666666667
2020-03-15,0,12.07541666666667
2020-03-16,0,12.19041666666667
2020-03-17,0,11.47958333333333
2020-03-18,323.329,14.80541666666667
2020-03-19,412.224,11.31916666666667
2020-03-20,0,7.939583333333334
2020-03-21,348.723,9.844583333333334
2020-03-22,150.714,11.39583333333333
2020-03-23,620.647,18.14791666666667
2020-03-24,455.041,19.675
2020-03-25,0,24.61416666666667
2020-03-26,0,15.46625
2020-03-27,0,14.66791666666666
2020-03-28,0,10.0925
2020-03-29,0,13.56458333333333
2020-03-30,0,19.46708333333333
2020-03-31,0,14.08875
2020-04-01,0,5.87
2020-04-02,0,5.01
